OLTID,ONUSerial,ONUSTARTEVENT-ONU-discovery-indication-sent,ONUENDEVENT-Flow-add-received,EpochTime
B5,BBSM00050f02,1577866503541.0,1577866559346.0,55805.0
B5,BBSM00050f03,1577866503543.0,1577866559353.0,55810.0
B5,BBSM00050f0A4,1577866503545.0,1577866559365.0,55820.0
B5,BBSM00050f05,1577866503547.0,1577866559375.0,55828.0
B5,BBSM00050f0C4,1577866503549.0,1577866559389.0,55840.0
B5,BBSM00050f07,1577866503550.0,1577866559399.0,55849.0
B5,BBSM00050f08,1577866503553.0,1577866559415.0,55862.0
B5,BBSM00050f09,1577866503554.0,1577866559409.0,55855.0
B5,BBSM00050f0a,1577866503557.0,1577866559427.0,55870.0
B5,BBSM00050f0b,1577866503558.0,1577866559435.0,55877.0
B5,BBSM00050f0c,1577866503562.0,1577866559448.0,55886.0
B5,BBSM00050f0d,1577866503566.0,1577866559463.0,55897.0
B5,BBSM00050f0e,1577866503567.0,1577866559473.0,55906.0
B5,BBSM00050f0f,1577866503569.0,1577866559480.0,55911.0
B5,BBSM00050f10,1577866503571.0,1577866559496.0,55925.0
B5,BBSM00050f11,1577866503572.0,1577866559501.0,55929.0
B5,BBSM00050f12,1577866503575.0,1577866559506.0,55931.0
B5,BBSM00050f13,1577866503580.0,1577866559529.0,55949.0
B5,BBSM00050f1A4,1577866503581.0,1577866559535.0,55954.0
B5,BBSM00050f15,1577866503582.0,1577866559542.0,55960.0
B5,BBSM00050f1C4,1577866503585.0,1577866559557.0,55972.0
B5,BBSM00050f17,1577866503586.0,1577866559562.0,55976.0
B5,BBSM00050f18,1577866503589.0,1577866559576.0,55987.0
B5,BBSM00050f19,1577866503590.0,1577866559581.0,55991.0
B5,BBSM00050f1a,1577866503592.0,1577866559594.0,56002.0
B5,BBSM00050f1b,1577866503594.0,1577866559602.0,56008.0
B5,BBSM00050f1c,1577866503596.0,1577866559613.0,56017.0
B5,BBSM00050f1d,1577866503600.0,1577866559627.0,56027.0
B5,BBSM00050f1e,1577866503601.0,1577866559634.0,56033.0
B5,BBSM00050f1f,1577866503604.0,1577866559648.0,56044.0
B5,BBSM00050f20,1577866503608.0,1577866559658.0,56050.0
B5,BBSM00050201,1577866503610.0,1577866559674.0,56064.0
B5,BBSM00050202,1577866503612.0,1577866559679.0,56067.0
B5,BBSM00050203,1577866503614.0,1577866559688.0,56074.0
B5,BBSM0005020A4,1577866503616.0,1577866559698.0,56082.0
B5,BBSM00050205,1577866503618.0,1577866559711.0,56093.0
B5,BBSM0005020C4,1577866503619.0,1577866559723.0,56104.0
B5,BBSM00050207,1577866503622.0,1577866559730.0,56108.0
B5,BBSM00050208,1577866503624.0,1577866559742.0,56118.0
B5,BBSM00050209,1577866503626.0,1577866559748.0,56122.0
B5,BBSM0005020a,1577866503628.0,1577866559763.0,56135.0
B5,BBSM0005020b,1577866503630.0,1577866559769.0,56139.0
B5,BBSM0005020c,1577866503631.0,1577866559772.0,56141.0
B5,BBSM0005020d,1577866503634.0,1577866559783.0,56149.0
B5,BBSM0005020e,1577866503640.0,1577866559794.0,56154.0
B5,BBSM0005020f,1577866503642.0,1577866559808.0,56166.0
B5,BBSM00050210,1577866503643.0,1577866559812.0,56169.0
B5,BBSM00050211,1577866503645.0,1577866559821.0,56176.0
B5,BBSM00050212,1577866503646.0,1577866559827.0,56181.0
B5,BBSM00050213,1577866503649.0,1577866559840.0,56191.0
B5,BBSM0005021A4,1577866503651.0,1577866559846.0,56195.0
B5,BBSM00050215,1577866503652.0,1577866559856.0,56204.0
B5,BBSM0005021C4,1577866503654.0,1577866559864.0,56210.0
B5,BBSM00050217,1577866503655.0,1577866559870.0,56215.0
B5,BBSM00050218,1577866503655.0,1577866559875.0,56220.0
B5,BBSM00050219,1577866503659.0,1577866559889.0,56230.0
B5,BBSM0005021a,1577866503660.0,1577866559895.0,56235.0
B5,BBSM0005021b,1577866503661.0,1577866559899.0,56238.0
B5,BBSM0005021c,1577866503663.0,1577866559908.0,56245.0
B5,BBSM0005021d,1577866503665.0,1577866559920.0,56255.0
B5,BBSM0005021e,1577866503667.0,1577866559926.0,56259.0
B5,BBSM0005021f,1577866503668.0,1577866559934.0,56266.0
B5,BBSM00050220,1577866503670.0,1577866559938.0,56268.0
B5,BBSM00050401,1577866503673.0,1577866559954.0,56281.0
B5,BBSM00050402,1577866503675.0,1577866559960.0,56285.0
B5,BBSM00050403,1577866503676.0,1577866559965.0,56289.0
B5,BBSM0005040A4,1577866503679.0,1577866559976.0,56297.0
B5,BBSM00050405,1577866503681.0,1577866559986.0,56305.0
B5,BBSM0005040C4,1577866503683.0,1577866559991.0,56308.0
B5,BBSM00050407,1577866503683.0,1577866559998.0,56315.0
B5,BBSM00050408,1577866503686.0,1577866560007.0,56321.0
B5,BBSM00050409,1577866503688.0,1577866560017.0,56329.0
B5,BBSM0005040a,1577866503688.0,1577866560014.0,56326.0
B5,BBSM0005040b,1577866503690.0,1577866560027.0,56337.0
B5,BBSM0005040c,1577866503693.0,1577866560037.0,56344.0
B5,BBSM0005040d,1577866503695.0,1577866560048.0,56353.0
B5,BBSM0005040e,1577866503696.0,1577866560057.0,56361.0
B5,BBSM0005040f,1577866503698.0,1577866560064.0,56366.0
B5,BBSM00050410,1577866503700.0,1577866560070.0,56370.0
B5,BBSM00050411,1577866503701.0,1577866560077.0,56376.0
B5,BBSM00050412,1577866503704.0,1577866560086.0,56382.0
B5,BBSM00050413,1577866503705.0,1577866560095.0,56390.0
B5,BBSM0005041A4,1577866503710.0,1577866560106.0,56396.0
B5,BBSM00050415,1577866503711.0,1577866560108.0,56397.0
B5,BBSM0005041C4,1577866503714.0,1577866560120.0,56406.0
B5,BBSM00050417,1577866503716.0,1577866560128.0,56412.0
B5,BBSM00050418,1577866503718.0,1577866560135.0,56417.0
B5,BBSM00050419,1577866503719.0,1577866560141.0,56422.0
B5,BBSM0005041a,1577866503723.0,1577866560152.0,56429.0
B5,BBSM0005041b,1577866503725.0,1577866560163.0,56438.0
B5,BBSM0005041c,1577866503728.0,1577866560171.0,56443.0
B5,BBSM0005041d,1577866503731.0,1577866560178.0,56447.0
B5,BBSM0005041e,1577866503732.0,1577866560186.0,56454.0
B5,BBSM0005041f,1577866503735.0,1577866560195.0,56460.0
B5,BBSM00050420,1577866503737.0,1577866560203.0,56466.0
B5,BBSM00051301,1577866503739.0,1577866560213.0,56474.0
B5,BBSM00051302,1577866503741.0,1577866560219.0,56478.0
B5,BBSM00051303,1577866503744.0,1577866560229.0,56485.0
B5,BBSM0005130A4,1577866503747.0,1577866560240.0,56493.0
B5,BBSM00051305,1577866503748.0,1577866560247.0,56499.0
B5,BBSM0005130C4,1577866503750.0,1577866560251.0,56501.0
B5,BBSM00051307,1577866503752.0,1577866560260.0,56508.0
B5,BBSM00051308,1577866503755.0,1577866560270.0,56515.0
B5,BBSM00051309,1577866503756.0,1577866560278.0,56522.0
B5,BBSM0005130a,1577866503759.0,1577866560287.0,56528.0
B5,BBSM0005130b,1577866503760.0,1577866560295.0,56535.0
B5,BBSM0005130c,1577866503763.0,1577866560307.0,56544.0
B5,BBSM0005130d,1577866503764.0,1577866560314.0,56550.0
B5,BBSM0005130e,1577866503766.0,1577866560319.0,56553.0
B5,BBSM0005130f,1577866503768.0,1577866560326.0,56558.0
B5,BBSM00051310,1577866503771.0,1577866560334.0,56563.0
B5,BBSM00051311,1577866503773.0,1577866560340.0,56567.0
B5,BBSM00051312,1577866503774.0,1577866560349.0,56575.0
B5,BBSM00051313,1577866503775.0,1577866560346.0,56571.0
B5,BBSM0005131A4,1577866503778.0,1577866560356.0,56578.0
B5,BBSM00051315,1577866503781.0,1577866560364.0,56583.0
B5,BBSM0005131C4,1577866503783.0,1577866560370.0,56587.0
B5,BBSM00051317,1577866503786.0,1577866560379.0,56593.0
B5,BBSM00051318,1577866503787.0,1577866560386.0,56599.0
B5,BBSM00051319,1577866503789.0,1577866560395.0,56606.0
B5,BBSM0005131a,1577866503792.0,1577866560404.0,56612.0
B5,BBSM0005131b,1577866503795.0,1577866560411.0,56616.0
B5,BBSM0005131c,1577866503797.0,1577866560420.0,56623.0
B5,BBSM0005131d,1577866503799.0,1577866560425.0,56626.0
B5,BBSM0005131e,1577866503801.0,1577866560435.0,56634.0
B5,BBSM0005131f,1577866503803.0,1577866560441.0,56638.0
B5,BBSM00051320,1577866503804.0,1577866560444.0,56640.0
B5,BBSM00050601,1577866503805.0,1577866560450.0,56645.0
B5,BBSM00050602,1577866503807.0,1577866560459.0,56652.0
B5,BBSM00050603,1577866503810.0,1577866560467.0,56657.0
B5,BBSM0005060A4,1577866503813.0,1577866560473.0,56660.0
B5,BBSM00050605,1577866503816.0,1577866560480.0,56664.0
B5,BBSM0005060C4,1577866503819.0,1577866560489.0,56670.0
B5,BBSM00050607,1577866503821.0,1577866560494.0,56673.0
B5,BBSM00050608,1577866503822.0,1577866560498.0,56676.0
B5,BBSM00050609,1577866503826.0,1577866560512.0,56686.0
B5,BBSM0005060a,1577866503827.0,1577866560518.0,56691.0
B5,BBSM0005060b,1577866503829.0,1577866560522.0,56693.0
B5,BBSM0005060c,1577866503831.0,1577866560529.0,56698.0
B5,BBSM0005060d,1577866503832.0,1577866560536.0,56704.0
B5,BBSM0005060e,1577866503833.0,1577866560539.0,56706.0
B5,BBSM0005060f,1577866503836.0,1577866560551.0,56715.0
B5,BBSM00050610,1577866503837.0,1577866560557.0,56720.0
B5,BBSM00050611,1577866503839.0,1577866560564.0,56725.0
B5,BBSM00050612,1577866503843.0,1577866560575.0,56732.0
B5,BBSM00050613,1577866503844.0,1577866560580.0,56736.0
B5,BBSM0005061A4,1577866503846.0,1577866560589.0,56743.0
B5,BBSM00050615,1577866503847.0,1577866560592.0,56745.0
B5,BBSM0005061C4,1577866503852.0,1577866560600.0,56748.0
B5,BBSM00050617,1577866503854.0,1577866560604.0,56750.0
B5,BBSM00050618,1577866503857.0,1577866560612.0,56755.0
B5,BBSM00050619,1577866503857.0,1577866560620.0,56763.0
B5,BBSM0005061a,1577866503858.0,1577866560617.0,56759.0
B5,BBSM0005061b,1577866503861.0,1577866560627.0,56766.0
B5,BBSM0005061c,1577866503862.0,1577866560632.0,56770.0
B5,BBSM0005061d,1577866503864.0,1577866560641.0,56777.0
B5,BBSM0005061e,1577866503866.0,1577866560649.0,56783.0
B5,BBSM0005061f,1577866503868.0,1577866560655.0,56787.0
B5,BBSM00050620,1577866503869.0,1577866560660.0,56791.0
B5,BBSM00050e01,1577866503872.0,1577866560668.0,56796.0
B5,BBSM00050e02,1577866503873.0,1577866560672.0,56799.0
B5,BBSM00050e03,1577866503875.0,1577866560678.0,56803.0
B5,BBSM00050e0A4,1577866503877.0,1577866560685.0,56808.0
B5,BBSM00050e05,1577866503879.0,1577866560691.0,56812.0
B5,BBSM00050e0C4,1577866503882.0,1577866560696.0,56814.0
B5,BBSM00050e07,1577866503884.0,1577866560706.0,56822.0
B5,BBSM00050e08,1577866503885.0,1577866560708.0,56823.0
B5,BBSM00050e09,1577866503887.0,1577866560713.0,56826.0
B5,BBSM00050e0a,1577866503889.0,1577866560718.0,56829.0
B5,BBSM00050e0c,1577866503891.0,1577866560728.0,56837.0
B5,BBSM00050e0b,1577866503891.0,1577866560723.0,56832.0
B5,BBSM00050e0d,1577866503893.0,1577866560733.0,56840.0
B5,BBSM00050e0e,1577866503895.0,1577866560742.0,56847.0
B5,BBSM00050e0f,1577866503897.0,1577866560748.0,56851.0
B5,BBSM00050e10,1577866503899.0,1577866560754.0,56855.0
B5,BBSM00050e11,1577866503900.0,1577866560760.0,56860.0
B5,BBSM00050e12,1577866503902.0,1577866560767.0,56865.0
B5,BBSM00050e13,1577866503904.0,1577866560775.0,56871.0
B5,BBSM00050e1A4,1577866503904.0,1577866560778.0,56874.0
B5,BBSM00050e15,1577866503906.0,1577866560786.0,56880.0
B5,BBSM00050e1C4,1577866503908.0,1577866560793.0,56885.0
B5,BBSM00050e17,1577866503911.0,1577866560800.0,56889.0
B5,BBSM00050e18,1577866503915.0,1577866560807.0,56892.0
B5,BBSM00050e19,1577866503916.0,1577866560813.0,56897.0
B5,BBSM00050e1a,1577866503919.0,1577866560821.0,56902.0
B5,BBSM00050e1b,1577866503922.0,1577866560828.0,56906.0
B5,BBSM00050e1c,1577866503924.0,1577866560834.0,56910.0
B5,BBSM00050e1d,1577866503927.0,1577866560843.0,56916.0
B5,BBSM00050e1e,1577866503929.0,1577866560850.0,56921.0
B5,BBSM00050e1f,1577866503931.0,1577866560860.0,56929.0
B5,BBSM00050e20,1577866503933.0,1577866560864.0,56931.0
B5,BBSM00050c01,1577866503934.0,1577866560869.0,56935.0
B5,BBSM00050c02,1577866503936.0,1577866560875.0,56939.0
B5,BBSM00050c03,1577866503938.0,1577866560880.0,56942.0
B5,BBSM00050c0A4,1577866503939.0,1577866560886.0,56947.0
B5,BBSM00050c05,1577866503942.0,1577866560891.0,56949.0
B5,BBSM00050c0C4,1577866503944.0,1577866560896.0,56952.0
B5,BBSM00050c07,1577866503945.0,1577866560904.0,56959.0
B5,BBSM00050c08,1577866503947.0,1577866560909.0,56962.0
B5,BBSM00050c09,1577866503949.0,1577866560913.0,56964.0
B5,BBSM00050c0a,1577866503952.0,1577866560922.0,56970.0
B5,BBSM00050c0b,1577866503954.0,1577866560926.0,56972.0
B5,BBSM00050c0c,1577866503955.0,1577866560932.0,56977.0
B5,BBSM00050c0d,1577866503956.0,1577866560936.0,56980.0
B5,BBSM00050c0e,1577866503958.0,1577866560944.0,56986.0
B5,BBSM00050c0f,1577866503962.0,1577866560947.0,56985.0
B5,BBSM00050c10,1577866503965.0,1577866560953.0,56988.0
B5,BBSM00050c11,1577866503967.0,1577866560959.0,56992.0
B5,BBSM00050c12,1577866503968.0,1577866560965.0,56997.0
B5,BBSM00050c13,1577866503970.0,1577866560973.0,57003.0
B5,BBSM00050c1A4,1577866503972.0,1577866560979.0,57007.0
B5,BBSM00050c15,1577866503975.0,1577866560985.0,57010.0
B5,BBSM00050c1C4,1577866503976.0,1577866560988.0,57012.0
B5,BBSM00050c17,1577866503977.0,1577866560993.0,57016.0
B5,BBSM00050c18,1577866503979.0,1577866560996.0,57017.0
B5,BBSM00050c19,1577866503981.0,1577866561003.0,57022.0
B5,BBSM00050c1a,1577866503985.0,1577866561011.0,57026.0
B5,BBSM00050c1b,1577866503986.0,1577866561018.0,57032.0
B5,BBSM00050c1c,1577866503988.0,1577866561022.0,57034.0
B5,BBSM00050c1d,1577866503989.0,1577866561026.0,57037.0
B5,BBSM00050c1e,1577866503990.0,1577866561031.0,57041.0
B5,BBSM00050c1f,1577866503993.0,1577866561037.0,57044.0
B5,BBSM00050c20,1577866503994.0,1577866561040.0,57046.0
B5,BBSM00050d01,1577866503995.0,1577866561044.0,57049.0
B5,BBSM00050d02,1577866503999.0,1577866561050.0,57051.0
B5,BBSM00050d03,1577866504002.0,1577866561057.0,57055.0
B5,BBSM00050d0A4,1577866504003.0,1577866561059.0,57056.0
B5,BBSM00050d05,1577866504005.0,1577866561064.0,57059.0
B5,BBSM00050d0C4,1577866504006.0,1577866561070.0,57064.0
B5,BBSM00050d07,1577866504008.0,1577866561077.0,57069.0
B5,BBSM00050d08,1577866504011.0,1577866561082.0,57071.0
B5,BBSM00050d09,1577866504012.0,1577866561088.0,57076.0
B5,BBSM00050d0a,1577866504014.0,1577866561094.0,57080.0
B5,BBSM00050d0b,1577866504017.0,1577866561099.0,57082.0
B5,BBSM00050d0c,1577866504019.0,1577866561105.0,57086.0
B5,BBSM00050d0d,1577866504020.0,1577866561109.0,57089.0
B5,BBSM00050d0e,1577866504021.0,1577866561114.0,57093.0
B5,BBSM00050d0f,1577866504024.0,1577866561121.0,57097.0
B5,BBSM00050d10,1577866504026.0,1577866561128.0,57102.0
B5,BBSM00050d11,1577866504027.0,1577866561133.0,57106.0
B5,BBSM00050d12,1577866504030.0,1577866561138.0,57108.0
B5,BBSM00050d13,1577866504032.0,1577866561145.0,57113.0
B5,BBSM00050d1A4,1577866504036.0,1577866561149.0,57113.0
B5,BBSM00050d15,1577866504037.0,1577866561152.0,57115.0
B5,BBSM00050d1C4,1577866504039.0,1577866561159.0,57120.0
B5,BBSM00050d17,1577866504041.0,1577866561164.0,57123.0
B5,BBSM00050d18,1577866504043.0,1577866561169.0,57126.0
B5,BBSM00050d19,1577866504047.0,1577866561175.0,57128.0
B5,BBSM00050d1a,1577866504048.0,1577866561179.0,57131.0
B5,BBSM00050d1b,1577866504054.0,1577866561192.0,57138.0
B5,BBSM00050d1c,1577866504057.0,1577866561200.0,57143.0
B5,BBSM00050d1d,1577866504058.0,1577866561202.0,57144.0
B5,BBSM00050d1e,1577866504060.0,1577866561208.0,57148.0
B5,BBSM00050d1f,1577866504062.0,1577866561213.0,57151.0
B5,BBSM00050d20,1577866504063.0,1577866561217.0,57154.0
B5,BBSM00051d01,1577866504066.0,1577866561221.0,57155.0
B5,BBSM00051d02,1577866504067.0,1577866561226.0,57159.0
B5,BBSM00051d03,1577866504069.0,1577866561233.0,57164.0
B5,BBSM00051d0A4,1577866504072.0,1577866561241.0,57169.0
B5,BBSM00051d05,1577866504075.0,1577866561244.0,57169.0
B5,BBSM00051d0C4,1577866504077.0,1577866561249.0,57172.0
B5,BBSM00051d07,1577866504079.0,1577866561254.0,57175.0
B5,BBSM00051d08,1577866504080.0,1577866561258.0,57178.0
B5,BBSM00051d09,1577866504084.0,1577866561266.0,57182.0
B5,BBSM00051d0a,1577866504086.0,1577866561270.0,57184.0
B5,BBSM00051d0b,1577866504087.0,1577866561274.0,57187.0
B5,BBSM00051d0c,1577866504091.0,1577866561282.0,57191.0
B5,BBSM00051d0d,1577866504095.0,1577866561288.0,57193.0
B5,BBSM00051d0e,1577866504097.0,1577866561294.0,57197.0
B5,BBSM00051d0f,1577866504099.0,1577866561300.0,57201.0
B5,BBSM00051d10,1577866504100.0,1577866561305.0,57205.0
B5,BBSM00051d11,1577866504103.0,1577866561312.0,57209.0
B5,BBSM00051d12,1577866504105.0,1577866561316.0,57211.0
B5,BBSM00051d13,1577866504107.0,1577866561321.0,57214.0
B5,BBSM00051d1A4,1577866504110.0,1577866561326.0,57216.0
B5,BBSM00051d15,1577866504111.0,1577866561333.0,57222.0
B5,BBSM00051d1C4,1577866504112.0,1577866561337.0,57225.0
B5,BBSM00051d17,1577866504117.0,1577866561341.0,57224.0
B5,BBSM00051d18,1577866504119.0,1577866561349.0,57230.0
B5,BBSM00051d19,1577866504120.0,1577866561356.0,57236.0
B5,BBSM00051d1a,1577866504120.0,1577866561353.0,57233.0
B5,BBSM00051d1b,1577866504121.0,1577866561362.0,57241.0
B5,BBSM00051d1c,1577866504124.0,1577866561367.0,57243.0
B5,BBSM00051d1d,1577866504126.0,1577866561371.0,57245.0
B5,BBSM00051d1e,1577866504127.0,1577866561375.0,57248.0
B5,BBSM00051d1f,1577866504128.0,1577866561378.0,57250.0
B5,BBSM00051d20,1577866504131.0,1577866561385.0,57254.0
B5,BBSM00050801,1577866504132.0,1577866561388.0,57256.0
B5,BBSM00050802,1577866504135.0,1577866561397.0,57262.0
B5,BBSM00050803,1577866504137.0,1577866561400.0,57263.0
B5,BBSM0005080A4,1577866504138.0,1577866561404.0,57266.0
B5,BBSM00050805,1577866504141.0,1577866561411.0,57270.0
B5,BBSM0005080C4,1577866504143.0,1577866561416.0,57273.0
B5,BBSM00050807,1577866504145.0,1577866561421.0,57276.0
B5,BBSM00050808,1577866504149.0,1577866561426.0,57277.0
B5,BBSM00050809,1577866504150.0,1577866561429.0,57279.0
B5,BBSM0005080a,1577866504154.0,1577866561434.0,57280.0
B5,BBSM0005080b,1577866504156.0,1577866561439.0,57283.0
B5,BBSM0005080c,1577866504158.0,1577866561442.0,57284.0
B5,BBSM0005080d,1577866504161.0,1577866561447.0,57286.0
B5,BBSM0005080e,1577866504163.0,1577866561450.0,57287.0
B5,BBSM0005080f,1577866504165.0,1577866561455.0,57290.0
B5,BBSM00050810,1577866504166.0,1577866561458.0,57292.0
B5,BBSM00050811,1577866504168.0,1577866561463.0,57295.0
B5,BBSM00050812,1577866504171.0,1577866561468.0,57297.0
B5,BBSM00050813,1577866504172.0,1577866561470.0,57298.0
B5,BBSM0005081A4,1577866504175.0,1577866561475.0,57300.0
B5,BBSM00050815,1577866504178.0,1577866561481.0,57303.0
B5,BBSM0005081C4,1577866504179.0,1577866561484.0,57305.0
B5,BBSM00050817,1577866504180.0,1577866561489.0,57309.0
B5,BBSM00050818,1577866504182.0,1577866561493.0,57311.0
B5,BBSM00050819,1577866504183.0,1577866561496.0,57313.0
B5,BBSM0005081a,1577866504186.0,1577866561501.0,57315.0
B5,BBSM0005081b,1577866504188.0,1577866561504.0,57316.0
B5,BBSM0005081c,1577866504190.0,1577866561507.0,57317.0
B5,BBSM0005081d,1577866504195.0,1577866561513.0,57318.0
B5,BBSM0005081e,1577866504196.0,1577866561517.0,57321.0
B5,BBSM0005081f,1577866504198.0,1577866561521.0,57323.0
B5,BBSM00050820,1577866504200.0,1577866561527.0,57327.0
B5,BBSM00050b01,1577866504201.0,1577866561532.0,57331.0
B5,BBSM00050b02,1577866504204.0,1577866561536.0,57332.0
B5,BBSM00050b03,1577866504206.0,1577866561545.0,57339.0
B5,BBSM00050b0A4,1577866504207.0,1577866561550.0,57343.0
B5,BBSM00050b05,1577866504210.0,1577866561554.0,57344.0
B5,BBSM00050b0C4,1577866504212.0,1577866561558.0,57346.0
B5,BBSM00050b07,1577866504214.0,1577866561563.0,57349.0
B5,BBSM00050b08,1577866504216.0,1577866561566.0,57350.0
B5,BBSM00050b09,1577866504217.0,1577866561570.0,57353.0
B5,BBSM00050b0a,1577866504220.0,1577866561574.0,57354.0
B5,BBSM00050b0b,1577866504221.0,1577866561579.0,57358.0
B5,BBSM00050b0c,1577866504223.0,1577866561582.0,57359.0
B5,BBSM00050b0d,1577866504226.0,1577866561587.0,57361.0
B5,BBSM00050b0e,1577866504227.0,1577866561591.0,57364.0
B5,BBSM00050b0f,1577866504230.0,1577866561595.0,57365.0
B5,BBSM00050b10,1577866504232.0,1577866561602.0,57370.0
B5,BBSM00050b11,1577866504233.0,1577866561598.0,57365.0
B5,BBSM00050b12,1577866504234.0,1577866561606.0,57372.0
B5,BBSM00050b13,1577866504239.0,1577866561610.0,57371.0
B5,BBSM00050b1A4,1577866504241.0,1577866561615.0,57374.0
B5,BBSM00050b15,1577866504243.0,1577866561619.0,57376.0
B5,BBSM00050b1C4,1577866504246.0,1577866561624.0,57378.0
B5,BBSM00050b17,1577866504248.0,1577866561629.0,57381.0
B5,BBSM00050b18,1577866504250.0,1577866561636.0,57386.0
B5,BBSM00050b19,1577866504251.0,1577866561633.0,57382.0
B5,BBSM00050b1a,1577866504254.0,1577866561641.0,57387.0
B5,BBSM00050b1b,1577866504255.0,1577866561647.0,57392.0
B5,BBSM00050b1c,1577866504257.0,1577866561651.0,57394.0
B5,BBSM00050b1d,1577866504258.0,1577866561656.0,57398.0
B5,BBSM00050b1e,1577866504261.0,1577866561661.0,57400.0
B5,BBSM00050b1f,1577866504263.0,1577866561665.0,57402.0
B5,BBSM00050b20,1577866504265.0,1577866561672.0,57407.0
B5,BBSM00051b01,1577866504268.0,1577866561675.0,57407.0
B5,BBSM00051b02,1577866504269.0,1577866561679.0,57410.0
B5,BBSM00051b03,1577866504271.0,1577866561684.0,57413.0
B5,BBSM00051b0A4,1577866504273.0,1577866561688.0,57415.0
B5,BBSM00051b05,1577866504276.0,1577866561692.0,57416.0
B5,BBSM00051b0C4,1577866504276.0,1577866561696.0,57420.0
B5,BBSM00051b07,1577866504280.0,1577866561702.0,57422.0
B5,BBSM00051b08,1577866504281.0,1577866561705.0,57424.0
B5,BBSM00051b09,1577866504284.0,1577866561711.0,57427.0
B5,BBSM00051b0a,1577866504284.0,1577866561714.0,57430.0
B5,BBSM00051b0b,1577866504286.0,1577866561716.0,57430.0
B5,BBSM00051b0c,1577866504289.0,1577866561724.0,57435.0
B5,BBSM00051b0d,1577866504289.0,1577866561722.0,57433.0
B5,BBSM00051b0e,1577866504292.0,1577866561731.0,57439.0
B5,BBSM00051b0f,1577866504294.0,1577866561736.0,57442.0
B5,BBSM00051b10,1577866504295.0,1577866561739.0,57444.0
B5,BBSM00051b11,1577866504296.0,1577866561742.0,57446.0
B5,BBSM00051b12,1577866504298.0,1577866561746.0,57448.0
B5,BBSM00051b13,1577866504300.0,1577866561749.0,57449.0
B5,BBSM00051b1A4,1577866504302.0,1577866561754.0,57452.0
B5,BBSM00051b15,1577866504304.0,1577866561758.0,57454.0
B5,BBSM00051b1C4,1577866504305.0,1577866561762.0,57457.0
B5,BBSM00051b17,1577866504307.0,1577866561766.0,57459.0
B5,BBSM00051b18,1577866504309.0,1577866561771.0,57462.0
B5,BBSM00051b19,1577866504311.0,1577866561776.0,57465.0
B5,BBSM00051b1a,1577866504313.0,1577866561781.0,57468.0
B5,BBSM00051b1b,1577866504318.0,1577866561785.0,57467.0
B5,BBSM00051b1c,1577866504320.0,1577866561791.0,57471.0
B5,BBSM00051b1e,1577866504323.0,1577866561795.0,57472.0
B5,BBSM00051b1d,1577866504322.0,1577866561798.0,57476.0
B5,BBSM00051b1f,1577866504325.0,1577866561802.0,57477.0
B5,BBSM00051b20,1577866504327.0,1577866561807.0,57480.0
B5,BBSM00050101,1577866504330.0,1577866561814.0,57484.0
B5,BBSM00050102,1577866504332.0,1577866561812.0,57480.0
B5,BBSM00050103,1577866504334.0,1577866561818.0,57484.0
B5,BBSM0005010A4,1577866504336.0,1577866561823.0,57487.0
B5,BBSM00050105,1577866504337.0,1577866561826.0,57489.0
B5,BBSM0005010C4,1577866504340.0,1577866561831.0,57491.0
B5,BBSM00050107,1577866504341.0,1577866561834.0,57493.0
B5,BBSM00050109,1577866504343.0,1577866561837.0,57494.0
B5,BBSM00050108,1577866504343.0,1577866561840.0,57497.0
B5,BBSM0005010a,1577866504345.0,1577866561844.0,57499.0
B5,BBSM0005010b,1577866504346.0,1577866561847.0,57501.0
B5,BBSM0005010c,1577866504348.0,1577866561852.0,57504.0
B5,BBSM0005010d,1577866504350.0,1577866561856.0,57506.0
B5,BBSM0005010e,1577866504352.0,1577866561860.0,57508.0
B5,BBSM0005010f,1577866504354.0,1577866561863.0,57509.0
B5,BBSM00050110,1577866504356.0,1577866561867.0,57511.0
B5,BBSM00050111,1577866504358.0,1577866561871.0,57513.0
B5,BBSM00050112,1577866504360.0,1577866561876.0,57516.0
B5,BBSM00050113,1577866504365.0,1577866561880.0,57515.0
B5,BBSM0005011A4,1577866504366.0,1577866561883.0,57517.0
B5,BBSM00050115,1577866504368.0,1577866561889.0,57521.0
B5,BBSM0005011C4,1577866504371.0,1577866561894.0,57523.0
B5,BBSM00050117,1577866504373.0,1577866561898.0,57525.0
B5,BBSM00050118,1577866504375.0,1577866561903.0,57528.0
B5,BBSM00050119,1577866504376.0,1577866561906.0,57530.0
B5,BBSM0005011a,1577866504377.0,1577866561910.0,57533.0
B5,BBSM0005011b,1577866504379.0,1577866561913.0,57534.0
B5,BBSM0005011c,1577866504381.0,1577866561919.0,57538.0
B5,BBSM0005011d,1577866504382.0,1577866561922.0,57540.0
B5,BBSM0005011e,1577866504384.0,1577866561930.0,57546.0
B5,BBSM0005011f,1577866504387.0,1577866561936.0,57549.0
B5,BBSM00050120,1577866504388.0,1577866561938.0,57550.0
B5,BBSM00050a01,1577866504390.0,1577866561943.0,57553.0
B5,BBSM00050a02,1577866504393.0,1577866561946.0,57553.0
B5,BBSM00050a03,1577866504395.0,1577866561951.0,57556.0
B5,BBSM00050a0A4,1577866504396.0,1577866561954.0,57558.0
B5,BBSM00050a05,1577866504398.0,1577866561957.0,57559.0
